post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
165,"Nov 15, 2023","Ready to safeguard our planet’s most vital resource? Gain the skills to fill the growing need for strong water stewardship with these flexible micro-lectures from @PepsiCo!

Comment “WATER” below, and we’ll DM you more info.

#WaterStewardship #Sustainability #CorporateResponsibility #ScienceBasedTargets #WaterConservation #ArizonaStateUniversity #MicroLect","[""Embracing this opportunity to enhance water stewardship skills is a vital step towards nurturing our planet's precious resources!"", 'Mr Beast reference? Lol', 'WATER']","['8w', '8w', '8w']","['seyedshahabmehdinia', 'alesthenicss', 'k_abbas110']","['1 like', '1 like', '1 like']",3,coursera,573000.0
498,"Nov 7, 2023","Celebrate Distance Learning Week by enrolling in one of the most popular free courses on Coursera!

Comment “FREE” below, and we’ll send you a DM with more details.

#OnlineLearning #FreeCourses #EducationForAll #SkillBuilding","['FREE', 'Free', 'Free', 'Free', 'Free', 'Free', 'FREE', 'Free', 'Free', 'Free', 'FREE', 'Free', 'FREE', 'FREE', 'Free']","['9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w']","['carloscruz0608', 'jion_bhuiyan', 'soulful_ibrahim', 'abdurrehman_sudais', 'who.im.kukalia', 'jamesongzijing', 'nifrwon', 'sliak80', 'tracy_23_galaxy', 'keeomo_', 'gh66fatima', 'vichhupriya92', 'rozi.pramana', 'smi.tha479', 'ayman_az7']","['1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",15,coursera,573000.0
191,"Nov 3, 2023","#ad Are you currently interviewing for Data roles in tech? One of my biggest pieces of advice when applying to jobs is leveling up your skill sets! Before I accepted my full time Data Scientist position back in 2021, I took @Coursera @Google Data Analytics Certificate. The skills I learned during the course like data cleaning, analysis, & visualization in SQL, R programming, and Tableau I still use in my day to day job! Also, at the end of the course you work on a capstone project that will set you up for success in your interviews! Can’t recommend this certificate enough 🤗💻

Use my link https://imp.i384100.net/jrBGaZ to check the #Coursera certificate out for yourself! 👩🏻‍💻","['Goals 👏', 'Yesss im taking this course right now!!', 'I did it I took this course but still feel that I don’t know enough 😢', '🔥', ""Literally couldn't have seen this at a better time 🙏""]","['10w', '6w', '8w', '10w', '10w']","['tugononjanine', 'studyforyoubestie', 'taleofwellness', 'laurensicle', 'juuuuuuwuuuuuu']","['0', '0', '0', '0', '0']",5,coursera,573000.0
552,"Oct 28, 2023","🚀 Ready to launch your data analytics career? 📊💡 With the Google Data Analytics Certificate, you can pave your path to success in just 6 months! 🎓💻 No experience required! 💪 Join now for just $49 a month and unlock endless possibilities!

Link : https://linktr.ee/techie_programmer

In collaboration with @coursera
#dataanalytics #googlecertificate #futureready #coursera","['👍', 'Forever grateful to meet and invest with Michelle at this moment my story has changed forever with the help of @michele__anne__mason', ""I was told that achievement start with your decision to try. Ignorance has destroyed many opportunities, I'm a victim but I was convinced and followed the right person @michele__anne__mason"", 'You have to be accountable for yourself, No one is going to be with you on the pathway to success because the path is very hard and only few can go over it. So always  be there for yourself and achieve your Goals and Dreams. Thank you for making me realize this👇👇👇👇👇👇👇👇 @michele__anne__mason', ""Anyway, I am very grateful to you, ma'am. I pray that God bless her hard work towards me and my family. I will always share your good work @michele__anne__mason"", 'I’m doing this because that’s exactly how I saw a recommendation and I decided to try it @michele__anne__mason💹💹💹']","['11w', '11w', '11w', '11w', '11w', '11w']","['viki.code', 'marye.odom', 'madelynj.brown', 'reneep.minor', 'doivfghvhjn', 'theresac.sandoval']","['0', '0', '0', '0', '0', '0']",6,coursera,573000.0
239,"Nov 26, 2023",Shoutout to Amandine for using learning as an outlet! We’d love to hear what our #CourseraCommunity has to say about her question. Drop your response in the comments below ⬇️😄,"['Consistently completing courses each year is a commendable commitment to personal and professional development, a journey where learning not only broadens horizons but also serves as a powerful tool for personal growth and resilience.', 'Live to learn❤️❤️🙌', 'I love Coursera ❤️ Learning is one of the most important things in the world!!', 'Guess I did so..not only on @coursera 😊']","['6w', '7w', '7w', '7w']","['seyedshahabmehdinia', 'surbhisinghal95', 'armacino', 'iris2904']","['2 likes', '2 likes', '2 likes', '1 like']",4,coursera,573000.0
195,"Oct 28, 2023","Performance-based admission for the Master of Science in Data Science from University of Colorado Boulder can be described in many ways—it’s flexible, practical, innovative, and more. But Atahan calls it golden.

Discover more about the golden opportunity of the MS-DS. Comment “MSDS” below, and we’ll DM you more info.","['Charting the future of education with adaptive excellence; truly a golden gateway to innovation.', 'MSDS', 'MSDS', 'MSDS']","['11w', '11w', '10w', '11w']","['seyedshahabmehdinia', 'meersarbazzy', 'iremide_abigael_', 'begumanya']","['1 like', '1 like', '0', '1 like']",4,coursera,573000.0
477,"Oct 29, 2023","Want to build job-ready skills on Coursera but are blocked by a language barrier? Good news! We’ve expanded language access to in-demand content with machine-learning translations. Now, you can access over 4,000 courses in seven of the most prominent languages in the world.

Comment “LANGUAGE” below, and we’ll DM you more info.","['Expanding linguistic access to educational content is a monumental stride towards inclusive global learning; kudos to #Coursera for bridging the gap.', 'LANGUAGE', 'LANGUAGE', 'LANGUAGE', 'LANGUAGE', 'LANGUAGE', 'LANGUAGE', 'Language', 'Language', 'Language', 'Language', 'Language', 'Language', 'Language', 'Language']","['11w', '10w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '9w', '11w', '9w', '11w']","['seyedshahabmehdinia', 'set__05', 'khenssa21', 'fewminist', 'elhambakhsh4', 'billaspriya', 'rustamov_saidjon_', 'mbskincarefl', 'lauric27', 'aika__k.k', 'uesleicristian', 'rachana__dhan49', 'anuta75515', 'mr_vet_18', 'mekeshavchechani']","['2 likes', '1 like', '1 like', '1 like', '1 like', '2 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '0', '1 like', '0', '1 like']",15,coursera,573000.0
448,"Dec 27, 2023","Opportunity shouldn’t have a language barrier. We've expanded AI-powered translations to 17 languages, enabling global workers and university students to readily access career-advancing learning in their preferred languages.

Comment “LANGUAGE” below, and we’ll DM you more details.","[""Coursera's linguistic bridges pave the way for a world where knowledge knows no bounds, empowering minds across the globe."", 'Add Urdu language plz👏 on Google, Microsoft, IBM and tech companies courses please', 'Corresponding to Japanese', 'Can we have them in Yoruba anytime soon ?', 'What about Hindi language 1.4 Billion people understand Hindi language', 'LANGUAGE', 'Language', 'Add Hindi language', 'LANGUAGE', 'Nice info for Indo 😊', 'Language', 'LANGUAGE', '日本語', 'Language']","['2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w', '2w']","['seyedshahabmehdinia', 'muhammadsalman010', 'dorothy.1zero23', 'poolothq', 'its_maamir', 'milo_sega', 'tamby.aslankery', 'manish47s', 'dashabreathe', 'hanbrhm', 'niki.choudhary.395', 'furzinta', 'dorothy.1zero23', 'its_maamir']","['2 likes', '0', '1 like', '1 like', '3 likes', '1 like', '2 likes', '4 likes', '2 likes', '3 likes', '2 likes', '2 likes', '1 like', '2 likes']",14,coursera,573000.0
168,"Jan 14, 2024","Name a career you’re interested in exploring👇
.
.
.
And then explore that career path with your Coursera Plus subscription.

Comment “PLUS,” and we’ll DM you more info!","['Plus', 'PLUS', 'Plus', 'PLUS', 'Plus', 'PLUS', 'product manager at tech companies!', 'PLUS', 'PLUS', 'PLUS', 'PLUS', 'plus', 'Plus', 'PLUS 🙌', 'PLUS']","['21h', '1d', '21h', '19h', '1d', '4h', '1d', '1d', '22h', '1d', '21h', '20h', '1d', '1d', '22h']","['serhio.ramass', 'razemat12', 'bigmauro', 'dorothy.1zero23', 'rama_abh', 'imrocky2040', 'seong_jae_kim', 'khenssa21', 'afanmaulid', 'catherine_ili', 'mariaaaitis', 'edil_law', 'viraj_.111._', 'sunitabardwa', 'rogue_ninja_0_0_7']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",15,coursera,573000.0
681,"Jan 5, 2024","Whatever your 2024 goals, we’re here to help you achieve them! Whether you're on a mission to boost your well-being or dive into coding, we've got a ✨free course✨ just for you. See a few of our top picks, then enroll in a course for free.

Comment “FREE” below, and we’ll DM you more details.

#freecourses #onlinelearning #coursera #onlinecourses",['Free'],['1w'],['mecasvi'],['1 like'],1,coursera,573000.0
647,"Dec 29, 2023","Big goals deserve big savings. 🏆 For a limited time, you can save $200 on a new Coursera Plus annual subscription (original price: $399 | after discount: $199 for one year)!

It’s a real gift for your career, and you can turn to Coursera Plus anytime you need to learn new skills—whether you’re starting your first job, switching to a new career, or advancing in your current role. You’ll get unlimited access to 7,000+ courses from world-class universities and companies—for one all-inclusive price.

Ready to grow your career with job-ready skills for less than $1/day? Take advantage of this limited-time offer now!

Comment “PLUS” below, and we’ll DM you more details.","['Is it only for US? Also, is it only for new accounts? I had an account before but never subscribed, I am trying to purchase the coursera plus with the discount but when I am about to pay it says that there is an error. I’m from Uk. Can someone explain pls?', 'How long is this offer valid till?', 'I have been charged for an unwanted Coursera Plus subscription for months now, that I never requested or authorized. My case number for the complaint I just filed is 04401108. I don’t know why or how this happened but so far Coursera customer support has been difficult to navigate and I feel ripped off for something I didn’t even want in the first place ($400+)', 'Hello , does this include Google’s digital marketing certificates and their other certificates?', 'Can I buy this from India?', 'Is this available in india', 'Is this still on?', 'Hello, I would like to discuss cooperation with your organization', 'I ❤️ u', ""I can't redeem it. Can you help me?"", 'PLUS !!!', 'PLUS', 'plus', 'Plus', 'Plus']","['1w', '1w', '1w', '6d', '4d', '5d', '1w', '1w', '2w', '5d', '2w', '2w', '2w', '2w', '2w']","['nikomuffo', 'danny_bani', 'existentialexpressionism', 'chavezxcristian', 'bussinesanalytics', 'bussinesanalytics', 'shedecodesdata', 'toober_nap', 'uida_mastro_barre', 'alvitoryantama', 'lexkleva', 'c_varoon', 'uida_mastro_barre', 'imrocky2040', 'jennaprk']","['2 likes', '0', '0', '0', '0', '0', '0', '0', '1 like', '1 like', '2 likes', '2 likes', '1 like', '1 like', '1 like']",15,coursera,573000.0
233,"Oct 19, 2023","Are you ready to dive into the world of #cybersecurity?🔐💻

Protect businesses from cyber attacks with the skills taught in the @Microsoft Cybersecurity Analyst Professional Certificate and earn a Microsoft credential upon completion.

Comment “CYBER” below, and we’ll DM you more info.

#newcareer #careerchange #onlinelearning #coursera","['Cyber', 'cyber', 'CYBER', 'CYBER', 'Cyber', 'CYBER', 'CYBER', 'Thanks', 'CYBER', 'Cyber', 'Wow', 'For the past 2 weeks, not been able to log it. It keeps saying under maintenance. How long do i have to wait @coursera ?', ""The intersection of technology and security is where the future resides. Leveraging @Microsoft's deep expertise in the realm of Cybersecurity is both timely and vital for professionals. Thank you #Coursera!""]","['12w', '12w', '12w', '10w', '7w', '11w', '12w', '11w', '4d', '4w', '12w', '12w', '12w']","['leontieno', 'giriprakash_16', 'giriprakash_16', 'salgado_steven1', 'katiejurany', '_iksansalwi', 'nitrous_picasso', 'kmilford5', 'roran.5', 'sarfaraz_ali_channa', 'datascienceexpedition', 'yo_soy_phunmey', 'seyedshahabmehdinia']","['1 like', '1 like', '1 like', '0', '0', '0', '1 like', '0', '0', '0', '1 like', '0', '1 like']",13,coursera,573000.0
435,"Dec 15, 2023","Businesses worldwide are enthusiastically taking on the task of tackling evolving skills demands, even amid the hurdle of talent shortages.

The current skills gap is driving companies to actively seek solutions—particularly in rapidly advancing fields, such as generative AI—and they are proactively investing in skills-based training to stay ahead of these challenges.

🔍 Explore these rapidly growing skills and more, based on insights from Coursera’s nearly 5 million enterprise learners, in the Job Skills of 2024 Report.

Comment “TOP 5” below, and we’ll DM you more details.","['An astute strategy for bridging the skills gap, empowering businesses to navigate and thrive in a rapidly evolving global landscape.', 'Top 5', 'Top 5', 'Top 5', 'Top 5', 'Topp 5', 'TOP 5', 'Top 5', 'Top 5', 'Top 5', 'TOP 5', 'Top 5', 'TOP 5', 'Top 5']","['2w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '3w', '4w', '4w', '4w']","['seyedshahabmehdinia', 'rama_abh', 's.filatov_il', 'malik_faizi_02', 'judith_wanga', 'godwinnwaogu', 'abhishekkumar_10', 'sardar_ng', 'akhtar_daud', 'mattz.josh', 'wu_fletcher', 'vandy_gianto1021', 'iwasa_tomoko', 'kokokris71']","['0', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '1 like']",14,coursera,573000.0
